Date,Open,High,Low,Close,Volume,Adj Close
2015-06-26,19.24,20.00,19.00,19.25,2928700,19.25
2015-06-25,18.49,19.70,18.10,19.25,2949600,19.25
2015-06-24,17.655,18.50,17.655,18.25,1161900,18.25
2015-06-23,17.75,18.00,17.565,17.625,648800,17.625
2015-06-22,18.55,18.75,17.425,17.625,3212400,17.625
2015-06-19,18.10,19.75,17.50,18.375,6643800,18.375
2015-06-18,17.325,18.50,17.22,18.375,4594800,18.375
2015-06-17,15.375,17.975,15.35,17.25,7104600,17.25
2015-06-16,13.51,15.68,12.70,15.375,19556800,15.375
2015-06-15,17.55,17.77,16.00,16.125,3774600,16.125
2015-06-12,18.20,18.20,17.50,17.75,1665700,17.75
2015-06-11,18.15,18.25,17.90,18.125,1493800,18.125
2015-06-10,18.35,18.50,18.03,18.125,1006100,18.125
2015-06-09,18.49,18.80,18.00,18.375,2259900,18.375
2015-06-08,19.89,20.00,17.25,18.375,15373500,18.375
2015-06-05,20.855,21.00,19.75,20.00,3549600,20.00
2015-06-04,21.00,21.75,20.77,20.875,2258100,20.875
2015-06-03,20.20,21.387,20.20,21.00,3329400,21.00
2015-06-02,20.255,20.50,20.00,20.25,1348300,20.25
2015-06-01,20.75,21.00,19.933,20.25,1262000,20.25
2015-05-29,20.55,21.50,20.399,20.625,2206400,20.625
2015-05-28,20.51,20.75,20.236,20.50,1068700,20.50
2015-05-27,20.885,20.95,19.99,20.625,2486300,20.625
2015-05-26,21.762,22.00,20.75,21.125,1587900,21.125
2015-05-25,21.75,21.75,21.75,21.75,000,21.75
2015-05-22,22.20,22.50,21.55,21.75,1125300,21.75
2015-05-21,22.30,22.50,21.52,22.25,2354800,22.25
2015-05-20,24.02,24.10,22.00,22.50,3847900,22.50
2015-05-19,24.00,24.50,23.70,24.00,2646100,24.00
2015-05-18,23.795,25.00,23.60,23.75,3927300,23.75
2015-05-15,22.695,24.00,22.46,23.75,2692300,23.75
2015-05-14,22.15,22.75,20.70,22.625,1491300,22.625
2015-05-13,22.745,22.745,21.50,22.25,1681700,22.25
2015-05-12,22.242,23.25,22.00,22.875,2909500,22.875
2015-05-11,22.972,23.465,22.00,22.375,8453000,22.375
2015-05-08,21.438,22.40,21.00,21.75,2240200,21.75
2015-05-07,22.031,22.25,20.50,21.25,4211300,21.25
2015-05-06,24.325,24.587,21.50,21.75,6051600,21.75
2015-05-05,24.40,25.833,24.25,24.375,6830100,24.375
2015-05-04,24.25,24.25,24.25,24.25,000,24.25
2015-05-01,23.11,25.00,23.11,24.25,2808400,24.25
2015-04-30,24.11,24.35,22.25,23.25,3375300,23.25
2015-04-29,21.327,23.75,19.61,23.50,9404500,23.50
2015-04-28,24.00,26.73,20.304,20.625,14599400,20.625
2015-04-27,20.987,24.50,20.85,23.625,7535800,23.625
2015-04-24,20.637,21.062,20.25,20.875,2743300,20.875
2015-04-23,19.75,21.00,19.377,20.25,1884900,20.25
2015-04-22,19.20,19.66,18.875,19.50,1647600,19.50
2015-04-21,19.25,19.50,18.50,19.00,1892600,19.00
2015-04-20,19.245,19.622,18.95,19.25,2544000,19.25
2015-04-17,20.275,20.75,18.67,19.125,6770900,19.125
2015-04-16,19.975,20.25,19.70,19.75,2983100,19.75
2015-04-15,19.446,20.00,19.375,19.75,3995800,19.75
2015-04-14,18.65,20.10,18.465,19.375,8172200,19.375
2015-04-13,17.80,19.145,17.69,18.75,5156900,18.75
2015-04-10,17.50,18.722,17.26,17.75,4832700,17.75
2015-04-09,16.00,17.645,15.75,17.25,6061700,17.25
2015-04-08,15.37,16.355,15.37,15.75,2400400,15.75
2015-04-07,15.238,15.75,15.00,15.25,2324000,15.25
2015-04-06,15.25,15.25,15.25,15.25,000,15.25
2015-04-03,15.25,15.25,15.25,15.25,000,15.25
2015-04-02,15.167,15.63,14.755,15.25,2096900,15.25
2015-04-01,15.033,15.30,14.80,15.125,2732300,15.125
2015-03-31,15.50,15.75,15.155,15.375,1127700,15.375
2015-03-30,16.115,16.25,15.313,15.625,3804000,15.625
2015-03-27,16.16,16.25,15.75,16.00,2032000,16.00
2015-03-26,15.68,16.25,15.575,16.00,776000,16.00
2015-03-25,16.25,16.40,15.50,15.875,2464900,15.875
2015-03-24,16.10,16.50,16.00,16.25,3456300,16.25
2015-03-23,15.50,16.32,15.35,16.125,5851400,16.125
2015-03-20,15.16,15.50,15.00,15.25,1675800,15.25
2015-03-19,15.10,15.60,14.80,15.25,2569600,15.25
2015-03-18,15.55,15.75,14.74,14.875,2524200,14.875
2015-03-17,15.95,16.25,15.30,15.625,9261300,15.625
2015-03-16,15.575,16.25,14.50,14.75,7999200,14.75
2015-03-13,14.375,16.00,14.375,15.625,10613500,15.625
2015-03-12,13.11,14.50,13.11,14.375,6836900,14.375
2015-03-11,12.98,13.34,12.90,13.25,2030600,13.25
2015-03-10,12.61,13.00,12.61,12.875,1299600,12.875
2015-03-09,12.725,12.90,12.60,12.75,1173100,12.75
2015-03-06,12.70,13.00,12.50,12.75,1409900,12.75
2015-03-05,12.61,12.845,12.61,12.75,507400,12.75
2015-03-04,12.38,12.75,12.38,12.625,3338500,12.625
2015-03-03,12.25,12.50,12.18,12.375,3571600,12.375
2015-03-02,12.50,12.50,12.166,12.125,541700,12.125
2015-02-27,12.26,12.50,12.25,12.375,1508400,12.375
2015-02-26,11.99,12.50,11.825,12.375,3705800,12.375
2015-02-25,11.84,11.99,11.55,11.875,1346500,11.875
2015-02-24,12.00,12.34,11.50,11.875,2172300,11.875
2015-02-23,12.00,12.192,11.75,11.875,1645300,11.875
2015-02-20,12.125,12.125,11.75,11.875,2362900,11.875
2015-02-19,11.95,12.09,11.76,11.875,1976300,11.875
2015-02-18,12.08,12.20,11.825,11.875,2960200,11.875
2015-02-17,12.50,12.50,11.755,12.00,1769700,12.00
2015-02-16,11.90,12.20,11.75,11.875,1312100,11.875
2015-02-13,12.10,12.40,11.75,12.00,4282100,12.00
2015-02-12,11.75,12.45,11.75,12.125,3648700,12.125
2015-02-11,11.50,12.50,11.292,12.00,5354800,12.00
2015-02-10,11.50,11.60,11.00,11.375,2354000,11.375
2015-02-09,10.80,11.00,10.75,10.875,1432200,10.875
2015-02-06,10.705,10.95,10.705,10.875,1126100,10.875
2015-02-05,10.57,11.00,10.55,10.75,2245300,10.75
2015-02-04,10.596,10.75,10.51,10.625,1263100,10.625
2015-02-03,10.50,10.75,10.10,10.625,1529800,10.625
2015-02-02,10.155,11.00,10.155,10.625,2034200,10.625
2015-01-30,10.00,10.25,10.00,10.125,1395500,10.125
2015-01-29,10.00,10.125,9.875,10.00,1476300,10.00
2015-01-28,10.00,10.15,9.75,9.875,948100,9.875
2015-01-27,9.55,10.01,9.55,9.875,1484400,9.875
2015-01-26,8.925,9.75,8.922,9.75,3368400,9.75
2015-01-23,8.81,9.15,8.81,9.00,784900,9.00
2015-01-22,9.50,9.50,8.75,8.875,960900,8.875
2015-01-21,9.19,9.19,8.80,8.875,3954300,8.875
2015-01-20,9.44,9.44,9.00,9.125,1223900,9.125
2015-01-19,9.62,9.75,9.29,9.375,2323500,9.375
2015-01-16,9.74,9.85,9.55,9.625,1828000,9.625
2015-01-15,10.17,10.17,9.40,9.75,4024400,9.75
2015-01-14,10.24,10.24,10.00,10.125,554800,10.125
2015-01-13,10.32,10.45,10.15,10.125,1068800,10.125
2015-01-12,10.875,10.875,10.285,10.375,785000,10.375
2015-01-09,10.36,10.73,10.36,10.50,965900,10.50
2015-01-08,10.45,10.45,10.34,10.50,398100,10.50
2015-01-07,10.90,10.90,10.311,10.50,1143700,10.50
2015-01-06,10.85,10.923,10.75,10.875,310400,10.875
2015-01-05,11.00,11.00,10.75,10.875,1328100,10.875
2015-01-02,11.25,11.45,10.95,11.00,1110100,11.00
2015-01-01,11.125,11.125,11.125,11.125,000,11.125
2014-12-31,11.075,11.25,11.075,11.125,336300,11.125
2014-12-30,11.013,11.268,10.92,11.125,1834900,11.125
2014-12-29,11.188,11.25,10.75,11.125,909400,11.125
2014-12-26,11.125,11.125,11.125,11.125,000,11.125
2014-12-25,11.125,11.125,11.125,11.125,000,11.125
2014-12-24,10.911,11.20,10.80,11.125,335400,11.125
2014-12-23,10.815,11.145,10.70,11.00,967100,11.00
2014-12-22,10.75,11.00,10.62,10.875,511300,10.875
2014-12-19,10.50,10.80,10.315,10.625,3049700,10.625
2014-12-18,10.50,11.00,10.18,10.375,1634700,10.375
2014-12-17,10.113,11.00,10.00,10.25,1095900,10.25
2014-12-16,10.10,10.25,9.725,10.125,805600,10.125
2014-12-15,9.90,10.25,9.75,10.125,1432500,10.125
2014-12-12,10.415,10.415,9.625,10.00,1725900,10.00
2014-12-11,10.45,10.45,9.65,9.875,1188300,9.875
2014-12-10,10.50,10.68,10.10,10.375,2801400,10.375
2014-12-09,11.30,11.30,10.50,10.625,2497400,10.625
2014-12-08,11.45,12.00,10.984,11.25,1845900,11.25
2014-12-05,10.915,11.50,10.75,11.25,1589400,11.25
2014-12-04,10.95,11.00,10.78,10.875,993100,10.875
2014-12-03,10.60,11.00,10.59,10.75,723500,10.75
2014-12-02,10.611,11.375,10.58,10.625,2162200,10.625
2014-12-01,10.789,11.025,10.55,10.625,1858800,10.625
2014-11-28,11.20,11.50,10.78,10.875,1828300,10.875
2014-11-27,10.80,11.00,10.75,11.00,2644300,11.00
2014-11-26,11.00,11.00,10.688,10.875,660300,10.875
2014-11-25,10.677,11.00,10.677,10.875,883900,10.875
2014-11-24,10.00,11.00,9.579,10.875,1861400,10.875
2014-11-21,10.727,10.85,10.625,10.75,2223100,10.75
2014-11-20,10.75,10.875,10.623,10.75,950100,10.75
2014-11-19,10.80,10.85,10.615,10.625,1052900,10.625
2014-11-18,10.495,10.90,10.25,10.875,2361900,10.875
2014-11-17,10.38,10.75,10.30,10.50,2023800,10.50
2014-11-14,10.49,10.625,10.38,10.50,616400,10.50
2014-11-13,10.50,10.835,10.375,10.375,2927700,10.375
2014-11-12,10.59,10.60,10.30,10.375,939000,10.375
2014-11-11,10.65,10.65,10.55,10.625,393800,10.625
2014-11-10,11.09,11.09,10.575,10.625,1019900,10.625
2014-11-07,11.145,11.145,10.915,11.00,701200,11.00
2014-11-06,11.18,11.33,10.55,11.00,1836800,11.00
2014-11-05,11.01,11.50,10.75,11.25,1581400,11.25
2014-11-04,12.06,12.06,11.65,11.375,1020400,11.375
2014-11-03,11.80,12.10,11.75,12.125,1112100,12.125
2014-10-31,11.91,12.50,11.75,12.00,686500,12.00
2014-10-30,12.088,12.20,11.85,12.00,349400,12.00
2014-10-29,12.20,12.35,11.80,12.125,1612300,12.125
2014-10-28,11.60,12.50,11.60,12.125,2061900,12.125
2014-10-27,11.25,11.805,10.85,11.625,1970100,11.625
2014-10-24,9.96,11.00,9.955,11.00,2507800,11.00
2014-10-23,10.00,10.25,9.77,10.00,1299800,10.00
2014-10-22,9.80,10.12,9.525,10.00,1152200,10.00
2014-10-21,9.75,10.50,9.63,9.875,608700,9.875
2014-10-20,9.725,10.35,9.70,9.875,2876200,9.875
2014-10-17,9.79,9.95,9.25,9.625,2743900,9.625
2014-10-16,9.975,9.975,9.065,9.75,2490100,9.75
2014-10-15,10.625,10.75,9.75,9.875,2926900,9.875
2014-10-14,11.18,11.25,10.538,10.625,1897100,10.625
2014-10-13,12.00,12.225,11.15,11.25,2620900,11.25
2014-10-10,11.756,11.90,11.30,11.625,3152400,11.625
2014-10-09,12.331,12.332,11.85,11.875,1357300,11.875
2014-10-08,12.16,12.50,11.70,12.375,2074900,12.375
2014-10-07,12.13,12.40,12.125,12.25,1330900,12.25
2014-10-06,12.343,12.343,12.00,12.125,600100,12.125
2014-10-03,12.36,12.363,12.165,12.25,417800,12.25
2014-10-02,12.391,12.50,12.217,12.25,1301300,12.25
2014-10-01,12.59,12.59,12.25,12.375,752300,12.375
2014-09-30,12.28,12.75,12.055,12.625,2053800,12.625
2014-09-29,12.55,12.74,12.25,12.375,2245600,12.375
2014-09-26,12.98,13.25,12.60,12.75,4100500,12.75
2014-09-25,12.89,13.25,12.80,13.00,2074300,13.00
2014-09-24,12.99,13.05,12.62,13.00,1872300,13.00
2014-09-23,13.305,13.35,12.499,13.00,3005800,13.00
2014-09-22,12.725,13.00,12.25,12.50,2395800,12.50
2014-09-19,12.888,13.00,12.49,12.75,2810300,12.75
2014-09-18,12.975,13.00,12.286,12.625,2211100,12.625
2014-09-17,12.10,13.25,12.10,13.00,2400200,13.00
2014-09-16,12.113,12.382,11.62,12.125,1529600,12.125
2014-09-15,12.245,12.25,12.00,12.125,1782600,12.125
2014-09-12,12.50,12.55,12.01,12.125,2206000,12.125
2014-09-11,12.35,12.566,12.25,12.50,1430300,12.50
2014-09-10,12.66,12.795,12.25,12.50,1299800,12.50
2014-09-09,12.635,12.85,12.50,12.75,997500,12.75
2014-09-08,12.88,12.88,12.55,12.75,1404800,12.75
2014-09-05,12.65,12.88,12.566,12.75,1137600,12.75
2014-09-04,12.90,13.333,12.50,12.75,3127300,12.75
2014-09-03,12.74,13.00,12.35,12.75,1233500,12.75
2014-09-02,13.25,13.25,12.25,12.75,4564800,12.75
2014-09-01,11.945,12.638,11.945,12.25,1458100,12.25
2014-08-29,11.77,12.35,11.77,11.875,893700,11.875
2014-08-28,12.411,12.50,11.88,11.875,691800,11.875
2014-08-27,11.875,12.50,11.825,12.25,952200,12.25
2014-08-26,11.89,12.375,11.711,11.75,813900,11.75
2014-08-25,11.75,11.75,11.75,11.75,000,11.75
2014-08-22,11.65,11.98,11.65,11.75,1076200,11.75
2014-08-21,11.825,11.90,11.622,11.75,635400,11.75
2014-08-20,11.86,12.175,11.75,12.125,475600,12.125
2014-08-19,11.881,12.088,11.75,11.875,1876400,11.875
2014-08-18,11.755,12.14,11.66,12.00,888600,12.00
2014-08-15,11.975,12.055,11.61,12.00,688500,12.00
2014-08-14,12.30,12.31,11.60,11.75,2166100,11.75
2014-08-13,12.525,12.566,12.25,12.375,1175300,12.375
2014-08-12,12.50,12.738,12.30,12.50,1624800,12.50
2014-08-11,12.50,12.50,12.25,12.375,1011000,12.375
2014-08-08,12.795,12.795,12.066,12.50,1109600,12.50
2014-08-07,12.90,13.25,12.50,12.75,2512800,12.75
2014-08-06,12.60,13.25,12.52,12.625,3951300,12.625
2014-08-05,12.24,12.75,12.20,12.50,3643700,12.50
2014-08-04,11.80,12.50,11.56,12.125,2504400,12.125
2014-08-01,12.35,12.59,11.80,11.875,1921200,11.875
2014-07-31,12.10,12.25,12.00,12.125,3256800,12.125
2014-07-30,12.05,12.45,11.75,12.125,1982200,12.125
2014-07-29,13.00,13.25,11.89,12.00,5359500,12.00
2014-07-28,12.15,12.73,11.838,12.50,1585400,12.50
2014-07-25,12.125,12.60,11.90,12.25,4550100,12.25
2014-07-24,11.361,12.50,11.15,12.00,4160500,12.00
2014-07-23,11.575,11.85,11.00,11.50,1301500,11.50
2014-07-22,11.00,12.00,10.945,11.625,2560100,11.625
2014-07-21,10.60,11.50,10.60,11.125,1551900,11.125
2014-07-18,11.00,11.50,10.50,10.75,1497400,10.75
2014-07-17,11.75,11.75,11.00,11.375,1923100,11.375
2014-07-16,11.50,11.61,11.00,11.375,1328500,11.375
2014-07-15,12.50,12.84,11.10,11.375,3650500,11.375
2014-07-14,10.34,11.188,10.09,10.75,2231400,10.75
2014-07-11,10.49,10.70,10.00,10.50,1520100,10.50
2014-07-10,10.987,10.988,10.49,10.625,1010100,10.625
2014-07-09,11.35,11.48,10.80,10.875,831400,10.875
2014-07-08,11.355,11.85,11.00,11.25,2726400,11.25
2014-07-07,11.00,11.50,10.754,11.25,2964100,11.25
2014-07-04,10.215,10.99,9.85,10.875,2031900,10.875
2014-07-03,10.215,10.25,9.50,9.875,1032400,9.875
2014-07-02,10.305,10.50,9.75,10.00,714500,10.00
2014-07-01,9.99,10.70,9.50,10.50,2822700,10.50
2014-06-30,10.365,10.365,9.75,10.00,1345500,10.00
2014-06-27,10.801,11.00,10.025,10.25,2924500,10.25
2014-06-26,10.88,10.90,10.50,10.75,1344700,10.75
2014-06-25,10.88,10.90,10.50,10.875,1793300,10.875
2014-06-24,11.15,11.15,10.165,10.375,2330800,10.375
2014-06-23,11.05,11.35,11.004,11.125,1508200,11.125
2014-06-20,11.375,11.375,11.01,11.00,1278400,11.00
2014-06-19,11.017,11.499,10.62,11.375,2246400,11.375
2014-06-18,12.25,12.25,10.00,10.75,8062200,10.75
2014-06-17,12.88,13.20,11.80,12.125,4101000,12.125
2014-06-16,12.90,13.25,12.60,12.625,1876900,12.625
2014-06-13,12.99,13.30,12.75,12.875,3048500,12.875
2014-06-12,13.65,14.00,12.55,12.75,5484700,12.75
2014-06-11,12.58,12.95,11.50,12.375,5654500,12.375
2014-06-10,12.26,12.888,12.26,12.50,6780600,12.50
2014-06-09,12.00,12.50,11.25,12.375,7601900,12.375
2014-06-06,10.90,11.25,10.85,11.125,3770100,11.125
2014-06-05,10.16,11.25,10.16,10.875,4190500,10.875
2014-06-04,10.01,10.42,10.00,10.25,2012700,10.25
2014-06-03,10.19,10.19,9.75,10.125,2206800,10.125
2014-06-02,9.912,10.10,9.75,10.125,4159200,10.125
2014-05-30,9.80,10.10,9.642,9.875,2112000,9.875
2014-05-29,9.50,10.05,9.50,9.675,6151700,9.675
2014-05-28,9.10,9.98,9.10,9.50,5187600,9.50
2014-05-27,9.10,9.39,8.75,8.925,2732600,8.925
2014-05-26,8.62,8.62,8.62,8.62,000,8.62
2014-05-23,8.55,8.90,8.35,8.62,2364400,8.62
2014-05-22,8.12,8.808,7.85,8.475,3444800,8.475
2014-05-21,8.234,8.526,7.783,8.125,2541500,8.125
2014-05-20,8.075,8.35,8.075,8.30,574000,8.30
2014-05-19,8.596,8.596,7.911,8.20,2259100,8.20
2014-05-16,9.10,9.10,8.133,8.575,3898700,8.575
2014-05-15,9.75,9.80,8.85,9.125,3115800,9.125
2014-05-14,9.437,10.169,9.25,9.50,5971300,9.50
2014-05-13,8.46,9.75,8.40,9.375,5780700,9.375
2014-05-12,8.273,8.50,8.273,8.45,894900,8.45
2014-05-09,8.40,8.50,8.15,8.325,2838400,8.325
2014-05-08,7.96,8.25,7.95,8.30,1897300,8.30
2014-05-07,8.00,8.15,7.854,7.975,3145200,7.975
2014-05-06,7.70,8.00,7.70,7.90,2537800,7.90
2014-05-05,7.85,7.85,7.85,7.85,000,7.85
2014-05-02,7.35,8.00,7.35,7.85,3661500,7.85
2014-05-01,7.70,7.70,7.35,7.50,815300,7.50
2014-04-30,7.29,7.815,7.25,7.625,6277300,7.625
2014-04-29,7.724,7.724,6.901,7.175,4654900,7.175
2014-04-28,7.25,8.20,7.10,7.70,9618500,7.70
2014-04-25,6.025,7.37,5.835,7.075,15523100,7.075
2014-04-24,5.50,5.50,5.00,5.25,1497000,5.25
2014-04-23,5.15,5.678,5.108,5.30,1093900,5.30
2014-04-22,5.835,5.92,5.128,5.375,635700,5.375
2014-04-21,5.575,5.575,5.575,5.575,000,5.575
2014-04-18,5.575,5.575,5.575,5.575,000,5.575
2014-04-17,5.525,5.736,5.10,5.575,1104500,5.575
2014-04-16,5.568,5.77,5.211,5.425,301400,5.425
2014-04-15,5.78,5.80,5.50,5.70,277600,5.70
2014-04-14,5.78,5.90,5.759,5.825,1663100,5.825
2014-04-11,5.77,5.85,5.738,5.775,871000,5.775
2014-04-10,5.85,5.90,5.65,5.75,1573600,5.75
2014-04-09,5.90,5.90,5.789,5.825,885400,5.825
2014-04-08,5.80,5.90,5.75,5.85,1010000,5.85
2014-04-07,5.61,5.85,5.50,5.75,2031100,5.75
2014-04-04,5.74,6.00,5.50,5.625,2343500,5.625
2014-04-03,5.526,5.788,5.50,5.775,1492800,5.775
2014-04-02,5.60,5.65,5.50,5.575,873700,5.575
2014-04-01,6.00,6.00,5.50,5.575,1117200,5.575
2014-03-31,6.00,6.35,5.505,5.75,658700,5.75
2014-03-28,6.271,6.50,6.25,6.375,493400,6.375
2014-03-27,6.11,6.50,6.11,6.375,738700,6.375
2014-03-26,6.511,6.65,6.05,6.125,1192200,6.125
2014-03-25,6.74,6.74,6.511,6.625,140000,6.625
2014-03-24,6.95,7.00,6.30,6.625,1589900,6.625
2014-03-21,7.177,7.177,6.70,6.85,1831500,6.85
2014-03-20,6.879,7.25,6.748,6.975,631500,6.975
2014-03-19,7.00,7.25,6.75,7.00,597000,7.00
2014-03-18,6.90,7.25,6.65,6.975,1445700,6.975
2014-03-17,6.80,7.145,6.60,6.825,2144700,6.825
2014-03-14,6.575,7.125,6.575,6.75,2727100,6.75
2014-03-13,6.69,6.75,6.475,6.475,2232900,6.475
2014-03-12,6.65,7.15,6.50,6.625,3270300,6.625
2014-03-11,5.51,7.469,5.40,6.475,13667000,6.475
2014-03-10,5.15,6.00,4.91,5.525,3138000,5.525
2014-03-07,4.84,5.15,4.75,5.00,1259000,5.00
2014-03-06,4.848,5.00,4.71,4.875,1035100,4.875
2014-03-05,4.75,5.00,4.70,4.80,916400,4.80
2014-03-04,4.684,4.722,4.684,4.725,731200,4.725
2014-03-03,4.65,4.726,4.65,4.70,871700,4.70
2014-02-28,4.688,4.70,4.65,4.70,378800,4.70
2014-02-27,4.61,4.688,4.61,4.70,278700,4.70
2014-02-26,4.70,4.70,4.525,4.625,428700,4.625
2014-02-25,4.711,4.711,4.52,4.625,431200,4.625
2014-02-24,4.75,4.75,4.583,4.625,752400,4.625
2014-02-21,4.75,4.80,4.583,4.625,381200,4.625
2014-02-20,4.662,4.829,4.662,4.875,694300,4.875
2014-02-19,4.75,4.75,4.63,4.75,752500,4.75
2014-02-18,4.625,4.90,4.50,4.75,1045200,4.75
2014-02-17,4.70,4.72,4.58,4.625,819200,4.625
2014-02-14,4.75,4.85,4.50,4.75,1489600,4.75
2014-02-13,4.893,4.893,4.75,4.875,315600,4.875
2014-02-12,4.85,4.94,4.75,4.875,458000,4.875
2014-02-11,4.77,4.85,4.75,4.875,162700,4.875
2014-02-10,4.945,4.95,4.76,4.875,535700,4.875
2014-02-07,5.10,5.15,4.813,4.875,1527900,4.875
2014-02-06,4.50,5.175,4.50,5.00,2089300,5.00
2014-02-05,4.50,4.60,4.50,4.625,3948600,4.625
2014-02-04,4.776,4.80,4.60,4.625,724900,4.625
2014-02-03,4.753,4.925,4.60,4.875,891000,4.875
2014-01-31,4.75,4.75,4.65,4.70,354300,4.70
2014-01-30,4.89,4.89,4.65,4.775,1039100,4.775
2014-01-29,4.98,4.98,4.85,4.925,428000,4.925
2014-01-28,4.90,5.00,4.812,4.875,762800,4.875
2014-01-27,4.90,5.00,4.75,4.875,877500,4.875
2014-01-24,4.915,5.075,4.90,4.95,931100,4.95
2014-01-23,5.20,5.25,4.91,5.075,660200,5.075
2014-01-22,4.60,5.158,4.50,5.075,1739400,5.075
2014-01-21,5.01,5.10,4.545,4.875,1995200,4.875
2014-01-20,5.50,5.87,5.00,5.125,1959300,5.125
2014-01-17,6.00,6.09,5.50,5.75,1644300,5.75
2014-01-16,6.10,6.15,6.00,6.125,758000,6.125
2014-01-15,6.00,6.30,5.88,6.125,1154100,6.125
2014-01-14,6.00,6.33,5.12,5.875,6961000,5.875
2014-01-13,6.345,6.345,6.00,6.25,958600,6.25
2014-01-10,6.20,6.41,6.20,6.375,978500,6.375
2014-01-09,6.25,6.40,5.90,6.125,1027800,6.125
2014-01-08,6.625,6.625,6.25,6.375,896500,6.375
2014-01-07,6.59,6.59,6.20,6.375,1407700,6.375
2014-01-06,6.573,6.70,6.50,6.625,787700,6.625
2014-01-03,6.587,6.725,6.573,6.625,701600,6.625
2014-01-02,6.75,6.825,6.556,6.65,381000,6.65
2014-01-01,6.70,6.70,6.70,6.70,000,6.70
2013-12-31,6.55,6.80,6.55,6.70,219800,6.70
2013-12-30,6.75,6.775,6.50,6.70,870400,6.70
2013-12-27,6.755,6.785,6.50,6.875,535400,6.875
2013-12-26,6.875,6.875,6.875,6.875,000,6.875
2013-12-25,6.875,6.875,6.875,6.875,000,6.875
2013-12-24,6.788,6.788,6.75,6.875,229700,6.875
2013-12-23,6.75,6.85,6.75,6.875,773900,6.875
2013-12-20,6.55,6.75,6.55,6.625,356300,6.625
2013-12-19,6.51,6.75,6.51,6.625,501400,6.625
2013-12-18,6.80,6.80,6.50,6.625,531900,6.625
2013-12-17,6.75,6.84,6.75,6.875,247800,6.875
2013-12-16,6.80,6.875,6.70,6.875,441600,6.875
2013-12-13,6.70,6.81,6.70,6.75,337000,6.75
2013-12-12,6.77,6.77,6.676,6.70,708700,6.70
2013-12-11,6.77,7.00,6.75,6.875,375400,6.875
2013-12-10,6.75,7.00,6.65,6.875,401100,6.875
2013-12-09,6.80,6.85,6.378,6.70,1004200,6.70
2013-12-06,6.85,6.90,6.75,6.875,569100,6.875
2013-12-05,7.085,7.085,6.80,7.05,531000,7.05
2013-12-04,7.00,7.125,6.81,7.125,825600,7.125
2013-12-03,6.775,7.00,6.77,6.875,256400,6.875
2013-12-02,6.90,7.068,6.60,7.00,1297400,7.00
2013-11-29,7.00,7.072,6.90,6.95,614600,6.95
2013-11-28,7.00,7.06,7.00,7.25,254300,7.25
2013-11-27,6.90,7.06,6.90,7.25,262000,7.25
2013-11-26,6.969,7.054,6.90,7.175,408300,7.175
2013-11-25,6.90,7.03,6.75,6.90,1247500,6.90
2013-11-22,7.088,7.10,6.80,7.05,1274000,7.05
2013-11-21,7.22,7.25,6.75,7.125,1634800,7.125
2013-11-20,7.10,7.25,7.00,7.125,919400,7.125
2013-11-19,7.25,7.25,7.06,7.125,535000,7.125
2013-11-18,7.40,7.40,7.00,7.125,687900,7.125
2013-11-15,7.62,7.62,7.25,7.375,399800,7.375
2013-11-14,7.30,7.37,7.10,7.50,677900,7.50
2013-11-13,7.54,7.54,7.30,7.50,598000,7.50
2013-11-12,7.38,7.58,7.16,7.50,770600,7.50
2013-11-11,7.50,7.53,7.00,7.125,1428500,7.125
2013-11-08,8.125,8.135,7.50,7.75,827000,7.75
2013-11-07,7.74,8.19,7.74,8.00,1077600,8.00
2013-11-06,7.25,7.75,6.865,7.625,1459400,7.625
2013-11-05,7.10,7.25,6.80,7.00,1385900,7.00
2013-11-04,7.62,7.62,6.88,7.375,1303100,7.375
2013-11-01,7.52,7.622,7.25,7.50,2019100,7.50
2013-10-31,7.67,7.67,7.40,7.625,314400,7.625
2013-10-30,7.52,7.81,7.50,7.625,691000,7.625
2013-10-29,7.69,7.84,7.50,7.625,610800,7.625
2013-10-28,7.875,7.875,7.675,7.75,912200,7.75
2013-10-25,7.51,8.00,7.436,7.75,1486100,7.75
2013-10-24,7.79,7.79,7.50,7.625,1098900,7.625
2013-10-23,7.95,7.95,7.55,7.875,869400,7.875
2013-10-22,8.00,8.00,7.75,7.875,890000,7.875
2013-10-21,8.169,8.169,7.75,7.875,1539200,7.875
2013-10-18,8.001,8.185,8.001,8.125,546400,8.125
2013-10-17,7.90,8.10,7.77,8.125,1903400,8.125
2013-10-16,8.00,8.05,7.75,7.875,1774200,7.875
2013-10-15,8.05,8.30,7.75,8.125,548700,8.125
2013-10-14,8.00,8.25,7.969,8.125,2668500,8.125
2013-10-11,8.126,8.29,8.00,8.125,995400,8.125
2013-10-10,8.30,8.30,8.16,8.25,901000,8.25
2013-10-09,8.15,8.50,8.075,8.25,969000,8.25
2013-10-08,8.80,8.89,8.00,8.125,2929400,8.125
2013-10-07,8.93,8.84,8.25,8.50,1006000,8.50
2013-10-04,9.04,9.04,8.855,8.875,729300,8.875
2013-10-03,9.00,9.04,8.90,9.00,517300,9.00
2013-10-02,8.89,9.07,8.89,8.875,299600,8.875
2013-10-01,9.045,9.20,8.85,9.00,1915400,9.00
2013-09-30,9.20,9.30,9.00,9.125,847700,9.125
2013-09-27,9.50,9.75,9.00,9.25,2115900,9.25
